video,si,ti,e,h,mvResMean,mvResStf,mvResMin,mvResMax,pixVarMean,pixVarStd,pixVarMin,pixVarMax,kpsnr,kssim,kvmaf
Skateboarding_s045,13.0443,2.90279,9.6083,2.8512,37299.33333,29679.81683,28077,342647,802.5,82.52,585.85,942.98,160490.6692,3306.608531,319599.3644
Skateboarding_s046,12.7346,5.52944,9.0833,3.8176,42956.925,30922.70913,27094,339275,543.65,63.91,387.71,655.84,160492.3318,3306.997765,321176.0726
Skateboarding_s047,12.2406,2.66583,7.95,2.8132,31671.94167,23932.72171,17307,275560,343.09,71.83,129.24,437.43,161920.9329,3309.844015,321702.2963
Skateboarding_s048,12.2245,2.53011,6.95,3.1726,27436.38333,20135.93598,19515,234629,117.52,10.95,81.58,133.33,164246.7367,3312.714642,324815.032
Skateboarding_s049,13.3513,1.56438,7.1083,3.8022,20222.06667,22343.96105,99,250142,99.54,71.23,0.62,463.35,168561.0079,3322.601207,323845.7202
Unspoken_Friend_s000,17.3257,5.42704,15.0167,4.7488,66898.96667,133088.7756,0,1478097,1388.3,808.47,0.00,2007.16,151018.4571,3290.687869,292107.1662
Unspoken_Friend_s001,29.3999,10.3071,22.7417,13.0563,161369.45,151832.1636,101846,1786425,1577.05,8.79,1551.82,1598.76,133160.4093,3220.092723,251408.5008
Unspoken_Friend_s002,37.8532,6.50899,41.0083,7.6308,157138.4083,315729.6972,94405,3186300,1797.5,69.7,1575.16,1889.7,140711.3594,3256.406465,294200.6159
Unspoken_Friend_s003,15.5153,18.5635,20.6333,16.7679,181506.5,330061.1562,118405,3747258,1013,390,471.64,1787.29,129705.6656,3146.072386,215020.5576
Unspoken_Friend_s004,26.0357,8.79532,21.5,8.2175,72449.93333,63239.04337,27993,456301,723.11,53.23,611.77,847.12,139845.3882,3240.266253,267511.7384
Unspoken_Friend_s005,29.5405,2.09348,22.4833,3.5125,59524.53333,242876.9668,27005,2604727,1340.57,487.63,693.03,1725.22,155242.5306,3296.529709,313523.6582
Unspoken_Friend_s006,23.2204,8.91898,23.2667,9.678,91582.85,157407.6192,22871,1452182,2925.82,965.2,975.26,3625.58,137693.3302,3228.15977,269150.1824
Unspoken_Friend_s007,17.6576,9.76889,17.425,9.2974,65642.41667,102719.6159,22756,904054,2606.27,1502.57,979.95,4220.08,148913.3001,3272.931089,303211.8405
Unspoken_Friend_s008,21.9041,20.271,30.55,20.7741,215539.2333,143700.8458,67576,1220759,2393.02,989.86,1456.13,4214.78,119806.4587,3051.607373,204396.2251
Unspoken_Friend_s009,19.6643,13.3093,27.1667,14.7556,184367.6667,278575.5326,51917,2739459,1940.25,70.37,1812.30,2094.53,127890.5279,3143.593748,211836.3941
Unspoken_Friend_s010,16.2983,10.844,21.65,10.0023,90441.925,86855.41028,45030,912431,1757.54,158.41,915.90,1834.27,137988.0335,3216.524867,241803.2384
Unspoken_Friend_s011,14.7277,9.19668,12.1,7.0045,59207.68333,46468.14612,39462,557631,1061.92,76.39,939.03,1291.76,149130.6872,3281.96039,278480.5055
Unspoken_Friend_s012,15.6383,8.91383,12.0833,6.6933,55818.925,47655.3291,37005,570312,996.58,64.71,904.56,1120.73,152972.5552,3295.300989,295470.8815
Unspoken_Friend_s014,13.9288,14.5436,14.1,11.5422,76616.29167,74999.80002,54273,820051,2614.57,227.56,2069.52,2967.29,142436.4494,3250.196557,262941.5752
Unspoken_Friend_s015,22.6906,16.6077,18.0667,16.9429,100217.675,119527.8478,76940,1402588,2107.87,241.49,1643.51,2423.8,140284.3839,3242.686029,282771.5718
Unspoken_Friend_s016,21.3734,14.2445,15.325,14.2759,89484.26667,92023.8147,70838,1090998,2079.02,46.42,2000.36,2212.69,144590.8193,3265.420654,287558.8618
Unspoken_Friend_s017,24.2724,13.9671,19.2083,14.8785,93352.99167,111538.8109,72666,1306264,2054.69,23.09,1995.78,2091.53,142960.7543,3255.135026,285989.6048
Unspoken_Friend_s018,27.4293,12.0047,28.6917,12.804,127396.5,187853.6998,45235,1767054,2093.67,41.98,2007.45,2147.23,138459.8742,3229.811084,280024.7431
Unspoken_Friend_s019,27.2009,8.09066,24.0417,9.2388,96033.825,206698.9058,49233,1708600,2072.39,23.94,2038.28,2108.46,144620.2706,3266.854808,291924.0646
Unspoken_Friend_s020,26.7896,12.9806,28.6583,14.4536,120941.825,169224.8624,76152,1956077,2145.42,55.28,2058.48,2218.16,138211.9731,3228.46574,286534.2782
Unspoken_Friend_s021,21.503,17.1422,17.5917,17.1653,106854.375,152346.9458,81839,1767534,2409.07,206.18,2113.47,2756.49,138731.3404,3235.820913,277794.3938
Unspoken_Friend_s022,17.0599,20.4791,13.8417,17.1285,89622,70671.76135,62205,844619,2142.55,343.87,1648.49,2678.55,138590.7423,3236.129667,270946.7625
Unspoken_Friend_s023,16.6163,15.4936,12.3417,13.0991,78858.825,81726.70149,44130,947964,1346.68,244.87,1018.10,1820.24,142328.4879,3250.19166,275697.6833
Unspoken_Friend_s024,13.9089,14.5208,13.075,10.8202,83728.54167,88330.14551,39870,795234,1743.5,241.81,1335.14,2255.08,141587.153,3243.693217,247927.7892
Unspoken_Friend_s025,17.6439,16.8228,19.65,19.8243,140172.7417,157769.4723,38866,1677869,1583.99,193.51,1275.08,1897.84,133310.3719,3193.593996,237750.421
Unspoken_Friend_s026,16.7474,7.28581,16.3333,9.4101,121796.5167,316158.7555,27911,2737742,1011.07,224.92,870.73,1686.11,142624.1,3256.322646,261522.3165
Unspoken_Friend_s027,22.4081,18.4538,21.6,17.8166,125286.8,145898.9265,96278,1714752,1257.09,45.95,1158.34,1346.8,132959.9248,3183.216864,265033.1454
Unspoken_Friend_s028,25.0333,20.291,21.325,18.5094,122775.0333,131437.5727,91197,1550487,1546.47,152.11,1251.13,1739.36,133866.7759,3193.375811,276975.5053
Unspoken_Friend_s029,25.0556,21.212,21.1667,19.8786,123437.25,170152.3144,87474,1975272,1707.96,65.97,1596.60,1825.67,134088.9102,3198.867995,275012.1161
Unspoken_Friend_s030,23.2558,18.6778,27.8833,18.6048,154448.2833,187797.8901,84836,1578518,1201.03,183.01,982.01,1595.44,130339.4799,3178.949782,253702.3561
Unspoken_Friend_s031,26.6405,15.1442,42.1833,16.4174,208644.175,227602.4762,132599,2664557,1225.72,38.78,1103.67,1309.06,127747.3055,3159.89314,255012.8011
Unspoken_Friend_s032,21.1696,19.6975,30.825,20.6938,174064.0667,192863.931,106088,2240511,1317.16,117.15,1157.30,1711.26,124004.1933,3113.584193,211691.2823
Unspoken_Friend_s033,18.6653,19.8849,25.1417,19.4826,191910.5583,310389.6655,119805,3559026,1686.17,172.01,1377.19,2029.9,123302.1966,3115.833546,191631.5914
Unspoken_Friend_s034,11.6923,17.0087,13.9083,9.7378,83425.83333,101292.4887,36428,1123733,1663.66,818.66,614.96,2918.05,136228.8784,3216.498639,233944.2721
Unspoken_Friend_s035,16.5988,10.8075,16.975,9.2431,66636.23333,93109.15448,47632,1080915,869.66,151.9,654.05,1100.48,146179.0567,3263.30312,285976.2833
Unspoken_Friend_s036,16.9863,10.7466,16.5,9.1173,65623.49167,72096.34575,49467,850739,927.57,117.5,759.38,1102.32,146450.3195,3263.578168,286972.8434
Unspoken_Friend_s037,20.0439,12.1226,22.7333,9.8105,86559.75,147980.3736,51853,1341358,1350.62,457.69,734.18,1738.44,140754.9543,3240.227848,276883.7473
Unspoken_Friend_s038,19.8445,9.08064,19.2417,8.4217,82649.33333,135955.8902,0,1439323,1898.41,91.4,1741.25,2046.33,141426.663,3242.735394,270422.8974
Unspoken_Friend_s039,24.8792,8.58349,26.4083,8.4125,116304.7667,138541.834,0,1464492,1075.02,363.08,890.94,1824.17,130552.0116,3174.006678,239930.8261
Unspoken_Friend_s040,27.6417,10.0107,30.85,9.6294,140770.9,173453.5862,104780,1793078,894.67,25.31,882.03,972.1,125246.512,3121.038712,223423.1727
Unspoken_Friend_s041,20.7216,9.97548,22.7083,7.9688,119549.5333,101957.7796,98435,1230248,952.09,10.74,929.41,970.28,130602.0088,3149.026537,232595.2815
Unspoken_Friend_s042,20.8812,10.1677,23.0417,8.0255,124210.775,101482.4517,105223,1230193,928.84,9.67,911.50,948.86,130003.3346,3142.864882,231545.3039
Unspoken_Friend_s043,21.0063,10.2661,23.3583,7.9843,126756.5417,93549.78148,109663,1146472,909.49,6.93,894.49,923.42,129907.824,3141.867266,231930.9129
Unspoken_Friend_s044,24.7532,13.0482,27.2083,14.7701,310980.2833,143428.6748,116723,1445683,1047.77,33.12,904.13,1116.76,124753.5302,3130.170477,200097.4411
Unspoken_Friend_s045,28.8504,3.04809,16.3917,5.5041,64096.86667,155528.4344,0,1375904,434.3,511.26,0.62,1367.57,148539.894,3318.70082,293354.6681
